system:index,mean_albedo,month,season,year,.geo
2001_01_29,369.3786274332878,1,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_30,369.4489904925462,1,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_31,368.2172735472491,1,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_01,364.32181751955846,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_02,371.41260137900326,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_03,376.7094950288267,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_04,380.76473941562256,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_05,384.35144769894674,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_06,387.1123784931518,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_07,387.18267352835255,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_08,398.59360225076074,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_09,401.61907759911605,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_10,410.5818393437925,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_11,415.60318162187605,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_12,417.1795775598422,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_13,419.8204999498234,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_14,421.72325554695544,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_15,423.97972559573765,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_16,427.3302982683408,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_17,431.97080260077223,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_18,433.88729038562394,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_19,438.5567953726087,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_20,442.54954810040886,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_21,442.9782290239551,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_22,446.0870855710553,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_23,448.35635500807274,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_24,449.9537679653277,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_25,453.02649368510436,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_26,455.6234360586638,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_27,458.80088159931785,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_28,460.73383898514675,2,snow,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_01,462.66049696735354,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_02,468.66027641927525,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_03,470.5579436086768,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_04,471.37933940003904,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_05,474.76469746200655,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_06,476.80257515328907,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_07,478.72256502001915,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_08,478.16404614313905,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_09,482.11880134249776,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_10,484.0322477678467,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_11,485.1113832353504,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_12,490.4126146781029,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_13,495.0884619264665,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_14,499.0910451161668,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_15,505.2750992778046,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_16,510.7415567441733,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_17,517.731572539941,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_18,519.9873067173612,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_19,522.842235419816,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_20,524.7491682408607,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_21,526.7011314425253,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_22,530.3817151626155,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_23,530.7011259512816,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_24,532.6483023481497,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_25,533.3605077211632,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_26,533.7202459917435,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_27,532.1987215146246,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_28,531.6797071356451,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_29,533.059449533121,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_30,536.1575513277428,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_31,534.8282043882699,3,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_01,533.6929808994239,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_02,532.4688357343679,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_03,532.2526691541653,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_04,530.3192656373988,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_05,535.9043415092502,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_06,537.868805171862,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_07,540.112893422216,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_08,540.6972879682373,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_09,540.0966116462473,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_10,540.7225907991929,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_11,541.8011486747633,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_12,541.5985732838418,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_13,542.2792629178534,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_14,544.3996300600962,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_15,542.1563914689096,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_16,539.4488955999695,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_17,538.2453568413722,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_18,538.1010628255103,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_19,538.8526250263656,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_20,540.9334611964462,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_21,542.1512850011816,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_22,539.3241685780705,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_23,537.8013772446633,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_24,535.0237542219324,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_25,534.7550951418714,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_26,537.1566763622799,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_27,533.8604692917451,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_28,531.5281229773016,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_29,526.5791958522886,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_30,522.1658123158232,4,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_01,518.1921167658326,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_02,513.2385810373372,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_03,509.8143697497359,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_04,505.92085028058204,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_05,503.6410227236951,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_06,502.0646046694684,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_07,493.50521068590245,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_08,485.95804726276083,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_09,482.0424383108842,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_10,473.8502468144549,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_11,468.66714307490986,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_12,465.6366235657559,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_13,461.16917554784544,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_14,452.87676495988256,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_15,447.78739416651206,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_16,442.6257316862943,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_17,440.5444578753595,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_18,433.2452443341461,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_19,426.4716614296426,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_20,414.2017937703437,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_21,402.65308329917326,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_22,396.05272325380764,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_23,379.03193432899667,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_24,361.0125581208287,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_25,347.07158499952135,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_26,342.39572594386965,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_27,336.29041778021514,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_28,325.35433501196655,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_29,316.5946166647973,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_30,303.4259240633356,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_31,298.72327849208193,5,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_01,289.4197244114278,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_02,279.67203554709454,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_03,272.5334801622506,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_04,265.6230867852756,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_05,256.0137347324741,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_06,247.2232503742734,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_07,233.96157850178204,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_08,225.9268325204091,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_09,218.53856420897569,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_10,212.2515976386635,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_11,206.2818077783465,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_12,202.63123412204828,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_13,195.7842727932925,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_14,193.97500042847085,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_15,191.58542955482912,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_16,190.66887679362856,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_17,187.58560828661496,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_18,186.60099489713105,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_19,193.28386706625082,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_20,179.47762358350525,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_21,168.4424495143833,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_22,176.07067767799,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_23,122.20681711665077,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_26,148.3082731837993,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_27,151.87312987049856,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_28,145.49826384553555,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_29,141.28250723704912,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_30,139.39709397005933,6,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_01,142.17996721213265,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_02,140.18965496978825,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_03,138.72688260447146,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_04,137.6056618444552,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_05,136.63674062859857,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_06,136.28893458144677,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_07,136.13018049500045,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_08,135.60165340096924,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_09,135.49339920517983,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_10,135.4700270074249,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_11,135.05706786040264,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_12,134.63875203495806,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_13,134.17822337968113,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_14,133.84901336811336,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_15,133.78743517628556,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_16,133.29908220481417,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_17,132.72322849776447,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_18,131.9182960599645,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_19,131.19163811211678,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_20,130.96517726633064,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_21,130.79279784393762,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_22,130.13103052840648,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_23,129.33829640801656,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_24,128.77502168011534,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_25,127.9170585107522,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_26,126.87483773353091,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_27,126.34812480225133,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_28,125.85417075935963,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_29,125.40616889178978,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_30,124.87601626558832,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_31,124.45262342546303,7,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_01,124.02569456496424,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_02,123.9627898448975,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_03,123.83606818619874,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_04,123.70310175866224,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_05,123.56111541462872,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_06,123.44986134445487,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_07,123.38460506358331,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_08,123.51959960259016,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_09,123.53491272920222,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_10,123.75273497924505,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_11,123.80745912412002,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_12,123.81580161290002,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_13,123.63464883465026,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_14,123.31316505428158,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_15,123.26008112908386,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_16,123.0799253611912,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_17,122.9846002989907,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_18,123.17392475481618,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_19,122.9580429150383,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_20,122.95062831966244,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_21,122.65921141686319,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_22,122.89143725558745,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_23,122.80938412158753,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_24,123.1707828250334,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_25,123.57068317045778,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_26,123.54900011523048,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_27,123.92057367923545,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_28,124.04572125875052,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_29,124.19586183191056,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_30,124.10886663528677,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_31,124.40322455351019,8,leaf,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_01,125.176232431943,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_02,125.6171886159258,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_03,125.60308340872875,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_04,127.07125208063898,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_05,129.50543144403997,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_06,132.36813342075322,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_07,135.46171115584468,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_08,138.35095835813908,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_09,141.2699395969159,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_10,145.49927573272043,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_11,150.67359887020973,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_12,157.41157074766886,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_13,160.28079781906334,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_14,160.91103280301942,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_15,161.72094426219704,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_16,162.10970603500581,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_17,162.51127980351941,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_18,162.98821276757096,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_19,165.56244360316146,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_20,166.12022544386272,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_21,167.0049249603341,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_22,169.6531172692488,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_23,175.14707841213522,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_24,177.03276320041815,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_25,179.61511315853267,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_26,188.47018173047053,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_27,207.34276394589102,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_28,218.06985998087427,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_29,226.6358472678849,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_30,233.31536449367232,9,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_10_01,239.06787963071338,10,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_10_02,247.9882667289882,10,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_10_03,256.01075166855804,10,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_10_04,264.53046017874226,10,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_10_05,271.91473001396963,10,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_10_06,275.55795066324333,10,transition,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
